Date,Precipitation_max,RelativeHumidity_max,SoilWaterContent_max,SolarRadiation_max,Temperature_max,WindSpeed_max,Precipitation_mean,RelativeHumidity_mean,SoilWaterContent_mean,SolarRadiation_mean,Temperature_mean,WindSpeed_mean,Estimated_fire_area
2005-01-21,3.3284575939178467,79.88993072509766,0.36546322703361495,30.077341079711914,17.324375152587894,8.526987075805664,0.8846124092786171,69.9510438975861,0.209345988383912,25.216087833948816,14.182644997026332,3.924336473164249,12.26428571
2005-01-22,1.484389662742615,83.95793914794923,0.371578544378281,27.76227569580078,16.740942001342773,7.8421149253845215,0.295600448819906,72.69612856357264,0.20773520775126605,20.004748202014245,12.815090944049224,3.013321059768643,22.87125
2005-01-26,14.351692199707033,88.36526489257811,0.33838060498237604,29.67291641235352,23.610523223876953,8.136239051818848,2.773363686493349,76.40472149300778,0.190479202777958,23.50537276685308,20.222651134391363,3.3431057502071617,2.42
2005-01-27,34.10000228881836,93.272216796875,0.389593899250031,29.45209884643555,22.25069236755371,5.221545219421387,3.373157577731816,86.40467431330013,0.213425726182723,19.74186739991001,17.22168235321316,2.422731515863703,12.18
2005-02-16,4.680079460144043,83.04212188720702,0.408859819173813,26.180288314819336,15.53612232208252,13.022786140441895,1.145181655651648,67.23304035443245,0.25148453830952106,20.90626966419697,10.664453435493476,4.926891983133958,1.0
2005-03-02,1.6196894645690918,80.86518859863281,0.36310467123985296,25.686960220336914,15.883478164672852,10.56484603881836,0.140434200719302,65.94975241697227,0.216113845579862,19.03226770702536,11.823189925423105,3.610221574891955,1.43
2005-03-10,0.7539654970169071,84.27630615234374,0.384974271059036,22.377202987670888,17.092161178588867,5.4426445960998535,0.0792704231833,77.242903551056,0.231662539852863,18.8531631360934,13.720586402770126,2.170710645916232,5.88
2005-03-11,0.42285892367363,86.34262084960938,0.373427122831345,22.226423263549805,18.173854827880856,5.012505054473877,0.024446340426245,77.62722435016863,0.223847351809055,18.13647150835285,14.056181706335828,2.170216549978655,10.64333333
2005-03-14,3.610002279281616,90.15145111083984,0.359893679618835,21.823724746704105,18.507106781005856,4.611217975616455,0.595560149098969,82.05622965069148,0.214030469904337,17.772391076642272,15.026178547150373,2.0003926069731683,31.302
2005-03-16,1.271766662597656,84.06466674804686,0.382129281759262,20.70494079589844,15.33974838256836,8.611942291259767,0.284518709543542,70.71902477224512,0.221601147795434,14.706120375999696,9.760529134586095,2.8424829310242874,20.35333333
2005-03-17,1.4809837341308592,82.03620910644531,0.368619441986084,19.80438804626465,15.717141151428224,8.654397964477539,0.335417316645474,72.60795178034813,0.217015026377757,13.870021419336846,10.897649254261177,2.8125381310675226,9.683333333
2005-03-18,1.281341075897217,82.7757110595703,0.35921308398246793,20.124616622924805,16.644065856933597,9.406224250793457,0.214834693400131,73.33229484397731,0.213458323869948,13.333220082318663,11.174728764176523,2.6933517586049818,2.64
2005-03-20,8.242176055908201,89.04418945312499,0.34756502509117104,20.635400772094727,17.153972625732422,4.9077420234680185,1.44347934197938,79.23840106091588,0.21204167369798896,14.251134080247517,13.447311617504921,1.750509636363982,5.0
2005-03-21,3.9870216846466064,88.1717300415039,0.342773348093033,20.547388076782227,16.4320068359375,7.998188972473144,0.613429062643164,78.01141330265322,0.21617811135556106,14.721498270400586,12.616387180189419,2.301188629981199,18.0
2005-03-22,1.431153416633606,87.09109497070312,0.341081649065018,20.029333114624023,17.083738327026367,8.0369873046875,0.223466353676362,76.87912000709116,0.21099503995446306,15.842071376457575,13.434709189603467,2.377061675764519,16.422
2005-03-27,4.080545902252196,88.05526733398438,0.3636802136898039,17.184829711914062,16.35402488708496,10.760492324829102,1.4828061593840802,73.4893852840498,0.217393687548487,10.684380747966935,11.666617267875026,4.120666484388579,1.0
2005-03-29,0.224100098013878,83.76435089111328,0.33663743734359697,17.981176376342773,16.683805465698242,11.23085117340088,0.009587419318723,75.5973633771364,0.204605230057565,15.883073796395388,12.322464091861956,2.910390920242532,40.74666667
2005-03-30,0.084136269986629,84.61054992675781,0.327106475830078,18.395488739013672,17.44272232055664,10.871393203735352,0.002417350172922,72.1919668216849,0.19956264171342206,17.440306766661642,13.859591576391145,3.621938209154489,108.383
2005-03-31,1.050451159477234,83.12925720214845,0.319365918636322,18.22203063964844,20.938325881958008,10.327190399169922,0.14257606346708,65.1407583446305,0.194073064349626,16.054285987407393,17.21184731876117,4.651929126636978,2.64
2005-04-01,3.936285257339478,86.53236389160156,0.31082013249397306,17.471281051635742,21.00073814392089,6.963916301727295,0.37218673895429,75.06249914887898,0.18811358106635895,14.765492294906625,16.535090358415776,3.170853539389201,7.68
2005-04-02,14.98228359222412,83.06221008300781,0.32225757837295504,14.816588401794435,23.09609794616699,10.591012001037598,6.572397695281211,62.9547688247817,0.19053068849379504,11.9616870167787,19.228592878518764,5.357696124049705,11.36285714
2005-04-04,0.5528298616409301,85.76662445068358,0.383894860744476,16.928470611572266,15.078169822692873,8.55696964263916,0.030244331105367006,73.93531629967876,0.247229174382964,13.503541595980828,10.294239680472437,2.62967969487433,3.0
2005-04-05,3.513047456741333,83.07332611083984,0.37104356288909895,17.23921012878418,16.713689804077152,9.357419967651367,0.490518660376251,75.77133040079765,0.23636085189745296,14.104654495128793,11.430687829777387,3.146297230359423,13.84666667
2005-04-11,5.102659225463867,88.7720718383789,0.394853264093399,16.337848663330078,16.234603881835938,9.076571464538574,0.918577512487872,78.59512280542519,0.25368528974480603,13.090375656021068,13.28933207119274,3.727920343946189,9.603333333
2005-04-12,2.842509269714355,90.98126220703124,0.389975160360336,14.96907901763916,17.524168014526367,6.703292369842527,0.26201419597089,83.02569254220104,0.245697800468717,11.872655626522652,13.640645545983267,2.627769165555026,23.22714286
2005-04-13,10.599148750305176,91.15015411376952,0.389276444911957,14.739028930664062,18.935840606689453,8.167994499206543,6.761721660791199,79.98242913576762,0.251087631039149,11.267753643219304,14.58586478427456,3.8306966128290023,53.21333333
2005-04-14,7.873878955841064,89.07316589355469,0.396881729364395,14.66243839263916,14.52537441253662,11.525440216064453,0.5971616237625179,75.66001630343875,0.274811891317905,8.944896604464589,7.77677957921003,3.8637276439818327,17.695999999999998
2005-04-15,1.0878127813339231,80.4021224975586,0.3785099387168879,15.627589225769045,15.025227546691895,5.074699401855469,0.027136734128661,73.41478144018258,0.25877422557323104,14.08496281369804,9.098780317381378,1.8117349467751056,65.19055556
2005-04-16,2.8371293544769287,87.15091705322266,0.3713885247707371,13.710451126098633,16.424385070800778,6.514010906219482,0.4328572635575421,79.5051907035575,0.25058881390534504,10.841692290034374,10.850581819441647,2.4193563831137483,33.17178571
2005-04-19,8.263374328613281,92.37701416015624,0.41779100894928,12.665184020996096,15.72193717956543,12.66213321685791,1.4731746796008158,76.19568922848038,0.268271088130331,9.467200952542884,11.419625826845353,5.189813398551029,25.22
2005-04-20,0.219612389802933,86.10343170166014,0.394395738840103,13.787356376647947,15.32577896118164,7.002617359161378,0.012656955385551,79.23715186841274,0.25635024046233,12.054942236010222,10.349106562346485,2.251532391791736,55.29473684
2005-04-21,0.617012977600098,87.76554870605469,0.38103687763214095,14.431999206542967,16.533205032348633,7.937563896179199,0.052416347717582,82.4409064040438,0.249173791484144,11.793141107564368,11.052843522728471,2.4689072335229,87.21925
2005-04-22,15.15303897857666,94.16543579101562,0.387040644884109,12.597290992736815,15.999300956726074,5.072912693023682,7.8190276929708755,85.57394704630316,0.259132808798494,8.582612081464159,11.843543787990635,1.917510786496862,20.435
2005-04-23,7.723588466644287,93.74027252197264,0.399192184209824,9.085605621337892,16.604900360107422,9.307988166809082,1.3344073722662022,86.89400661409296,0.28823269845999,3.931234423979919,11.195609299979145,3.472710845633741,1.43
2005-04-26,2.265399694442749,94.03707122802734,0.394249260425568,12.80422306060791,15.88463020324707,7.314953327178955,0.31288861466926804,85.77439975227698,0.264975829571208,8.848509620689049,11.603619832885716,2.446766492762598,40.5
2005-04-27,0.36119228601455705,88.05790710449219,0.380295544862747,12.107648849487305,16.856069564819336,6.193015098571777,0.040130708557811014,81.80612548237741,0.25777785549101395,10.295089403497276,12.374194088942726,2.686031603385564,33.82
2005-04-28,20.501590728759766,86.26387023925781,0.409633159637451,10.647720336914062,17.64497947692871,13.847878456115724,7.704912619131006,73.92041440740306,0.271087903090329,8.859804451460981,12.383482538695667,6.4075362425196625,8.14
2005-05-02,0.44725430011749295,90.24325561523436,0.40429624915123,11.831185340881348,15.997379302978516,12.746195793151855,0.022106847664487003,72.56624374903558,0.26733355651982604,9.055118513670816,12.218893316919544,5.339262835475392,11.33
2005-05-04,10.351768493652344,85.91888427734374,0.40146645903587297,11.30470371246338,18.118385314941406,11.242993354797363,3.236163101704058,64.54505333336272,0.263731756301094,6.751122724398996,14.86138380430299,4.823806493475243,34.68347826
2005-05-05,3.540540933609009,84.51471710205078,0.407917141914368,9.18483066558838,14.51564121246338,12.198239326477053,0.6461747988334859,71.08207258561981,0.26677876891452,7.584945183101063,9.524436329122693,4.532403461622923,6.93
