Date,Safe,SolarRadiation_max,SolarRadiation_min,SolarRadiation_mean,SoilWaterContent_max,SoilWaterContent_min,SoilWaterContent_mean,Prev_fire_area_0,Prev_fire_area_1,Prev_fire_area_2,Prev_fire_area_3,Prev_fire_area_4,Prev_fire_area_5,Prev_fire_area_6,Prev_fire_area_7,Prev_fire_area_8,Prev_fire_area_9,Prev_fire_area_10,Prev_fire_area_11,Prev_fire_area_12,Prev_fire_area_13,Prev_fire_area_14,Month
2005-01-23,0,31.48232460021973,2.4417061805725098,20.534651221848726,0.511382281780243,0.0,0.217372320009903,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,6.05,4.0,30.1,47.38658537,64.46428571,1
2005-01-24,0,31.48746109008789,3.321742534637451,19.97039454372139,0.506766974925995,0.0,0.222783895428219,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,6.05,4.0,30.1,47.38658537,1
2005-01-25,0,29.934171676635746,5.214488506317139,19.143720437093076,0.492421329021454,1.799082384e-06,0.222349184451096,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,6.05,4.0,30.1,1
2005-01-26,1,30.071123123168945,2.888937950134277,20.44153812710117,0.484175682067871,0.0,0.223392850028697,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,6.05,4.0,1
2005-01-27,0,30.66053581237793,8.532249450683594,24.779973269657077,0.486271589994431,1.22779326e-07,0.21161825830482,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,6.05,1
2005-01-28,0,30.860923767089844,18.06632423400879,27.510711703228093,0.490442097187042,0.0,0.1984238127875119,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,10.206,1
2005-01-29,0,30.97572326660156,18.267475128173828,26.45650568916714,0.486839771270752,2.22314452e-06,0.18866775987484,47.79655172,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,51.53142857,1
2005-01-30,0,30.51031875610352,13.713354110717772,25.28510300852621,0.464632630348206,0.0,0.182363814980807,9.882,47.79655172,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,84.92702703,1
2005-01-31,0,30.83331871032715,12.93722438812256,25.027934911085715,0.45357608795166,1.7871302590000002e-06,0.1808247997689019,22.022,9.882,47.79655172,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,106.5,1
2005-02-01,0,31.19818878173828,11.896385192871096,25.51861768845002,0.463488280773163,2.8240804110000004e-06,0.187432032986448,4.306666667,22.022,9.882,47.79655172,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,165.9983824,2
2005-02-02,0,31.78034019470215,14.503886222839355,26.578884386319555,0.4800374805927279,0.0,0.1982454419832819,0.0,4.306666667,22.022,9.882,47.79655172,185.7453763,76.51323529,55.89964286,123.6109804,121.5624194,97.73176471,195.7971795,162.7787755,296.6732039,130.9151685,2
