Date,Safe,SolarRadiation_max,SolarRadiation_min,SolarRadiation_mean,SoilWaterContent_max,SoilWaterContent_min,SoilWaterContent_mean,Prev_fire_area_0,Prev_fire_area_1,Prev_fire_area_2,Prev_fire_area_3,Prev_fire_area_4,Prev_fire_area_5,Prev_fire_area_6,Prev_fire_area_7,Prev_fire_area_8,Prev_fire_area_9,Prev_fire_area_10,Prev_fire_area_11,Prev_fire_area_12,Prev_fire_area_13,Prev_fire_area_14,Month
2005-01-23,0,32.12784957885743,17.281070709228516,29.372385909551443,0.38431841135025,0.0,0.047649919405616,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,139.8955385,31.37894737,86.37416667,60.63225806,148.1064706,1
2005-01-24,0,31.90056037902832,21.402347564697266,29.33036250168692,0.364009141921997,0.0,0.046790083125889,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,139.8955385,31.37894737,86.37416667,60.63225806,1
2005-01-25,0,31.9322566986084,12.99123764038086,29.289423229188948,0.356274783611298,0.0,0.045983031004982,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,139.8955385,31.37894737,86.37416667,1
2005-01-26,0,31.839382171630856,19.712181091308597,29.23183710569316,0.370071828365326,0.0,0.045495358976053,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,139.8955385,31.37894737,1
2005-01-27,0,31.12725067138672,14.48841667175293,27.98044081298193,0.367071568965912,0.0,0.047062391794229,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,139.8955385,1
2005-01-28,0,31.244144439697266,17.178834915161133,28.69822900549822,0.33636075258255,0.0,0.048568749945033,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,630.7192683,1
2005-01-29,0,31.317392349243164,22.631134033203125,29.68092448361377,0.309445530176163,0.0,0.048090038486959,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,129.6315068,1
2005-01-30,0,31.376235961914062,17.49578285217285,29.75637366527137,0.3291204571723939,0.0,0.0474963480071849,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,54.95769231,1
2005-01-31,0,31.13118934631348,13.38473415374756,28.915190909858342,0.414576351642609,0.0,0.048505686722483,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,120.9754902,1
2005-02-01,0,31.45380973815918,11.201497077941896,28.44661431755977,0.460072189569473,0.0,0.0523972917446549,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,155.7367925,2
2005-02-02,0,31.80798149108887,10.398335456848145,28.23485791985135,0.4850667715072629,0.0,0.0642966072710379,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,109.3795522,2
2005-02-03,0,31.71205711364746,9.887280464172363,28.22208795222949,0.496368378400803,0.0,0.067826283583388,97.20765957,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,96.9587234,2
2005-02-04,0,31.47297668457031,7.504559516906737,28.894004081777805,0.503371953964233,0.0,0.0611633632651109,227.1555446,97.20765957,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,17.08571429,2
2005-02-05,0,31.29328918457031,8.014029502868652,29.045869734718863,0.491880059242249,0.0,0.054136262728854,370.1050345,227.1555446,97.20765957,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,70.56,2
2005-02-06,0,31.135520935058597,14.159207344055176,27.75008053473893,0.4809289276599879,0.0,0.0504643638803959,291.4752,370.1050345,227.1555446,97.20765957,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,439.568,2
2005-02-07,0,30.73679161071777,13.17023754119873,26.72372304786492,0.45053431391716,0.0,0.04824442716054,587.7502415,291.4752,370.1050345,227.1555446,97.20765957,85.84415094,38.24583333,309.1823563,206.31,105.1688,120.8135294,177.6333333,227.9271739,543.7956522000002,320.35764710000007,2
